// 翻译注意事项：
// 1、文本格式为UTF-8。
// 2、仅翻译等号右侧、引号内的中文文本即可，引号内的英文无需翻译。
// 3、双斜杠“//”后的中文无需翻译，为备注提示信息。
// 4、中文里的{0}{1}为动态替换文本，很特别的话我会给出范例。
// 5、[feee75]xxxx[-]这类的文本，中括号内的为颜色代码，无需翻译。

// *******************************************
// *******************************************
// ****************客户端本地化资源***********
// *******************************************
// *******************************************


// CombatSetWnd
CombatSetWnd_1 =增益状态
#[979797]      4星=10%[-]
#[979797]      5星=1%[-]
#
#<font=23>◆ 传说召唤卷</font><split>img=Assets/Art/UI/Icon/item/s50006.png,24,24</split>
#[FFECB2]   · 从水、风、火属性使魔中抽取4星及以上使魔，几率如下：[-]
#[979797]      4星=90%[-]
#[979797]      5星=10%[-]
#
#<font=23>◆ 碎片召唤</font><split>img=Assets/Art/UI/Icon/item/50011.png,24,24</split>
#[FFECB2]   · 消耗对应的碎片可 100% 获得使魔，碎片消耗数量如下：[-]
#[979797]      2星=对应使魔的碎片 × 20[-]
#[979797]      3星=对应使魔的碎片 × 30[-]
#[979797]      4星=对应使魔的碎片 × 40[-]
#
])

// 使魔的星级、等级、类别
help_desc_9 =([
#
#<font=23>◆ 星级</font>
#[FFECB2]   · 使魔星级代表当前使魔可以提升到的最大等级限制，具体如下：[-]
#[979797]        星级为 ★ ，最大等级为 15 级
#[979797]        星级为 ★★ ，最大等级为 20 级
#[979797]        星级为 ★★★ ，最大等级为 25 级
#[979797]        星级为 ★★★★ ，最大等级为 30 级
#[979797]        星级为 ★★★★★ ，最大等级为 35 级
#[979797]        星级为 ★★★★★★ ，最大等级为 40 级
#[FFECB2]   · 无论使魔初始多少星级，最终均可以提升至 6 星，可拥有与初始[-]
#[FFECB2]      就5星的高星使魔比肩的基础能力。[-]
#
#<font=23>◆ 等级</font>
#[FFECB2]   · 每次提升使魔的等级，使魔的对应各项属性也均会有一定的提升。[-]
#[FFECB2]   · 当等级提升至当前星级最大时可对使魔进行升星操作，升星后使[-]
#[FFECB2]      魔将会变回 1 级，但是星级会提升。[-]
#
#<font=23>◆ 类别</font>
#[FFECB2]   · 每个使魔因为技能需求的属性类型不同也分不同类型，分别为攻[-]
#[FFECB2]      击型、防御型、生命型、速度型、辅助型。[-]
#[FFECB2]   · 每个类型对属性和装备的需求也有一个大致的倾向。[-]
#
])

// 强化使魔的方法
help_desc_10 =([
#
#<font=23>◆ 等级提升</font>
#[FFECB2]   · 玩家可以通过通关游戏中的关卡、竞技场、圣域获得经验来提升[-]
#[FFECB2]      使魔等级。
#[FFECB2]   · 也可以通过[-][FF4C4C]「使魔研究所」[-][FFECB2]吞噬其自己认为无用的使魔来获得经验[-]
#[FFECB2]      提升等级。[-]
#[FFECB2]   · 其中有[-][FF4C4C]「经验波利」[-][FFECB2]吞噬后可获得大量经验。[-]
#
#<font=23>◆ 星级提升</font>
#[FFECB2]   · 当等级提升至当前星级最大时可对使魔在[-][FF4C4C]「使魔研究所」[-][FFECB2]进行升星[-]
#[FFECB2]      操作。[-]
#[FFECB2]   · 吞噬同星级的和对应星级数量的使魔即可让其提升 1 个星级，升[-]
#[FFECB2]      星后使魔将会变回 1 级。[-]
#
#<font=23>◆ 技能提升</font>
#[FFECB2]   · 可通过[-][FF4C4C]「使魔研究所」[-][FFECB2]中吞噬相同名称的使魔[-][979797](不同元素属性的也可)[-]
#[FFECB2]      或是[-][FF4C4C]「技能波利」[-][FFECB2]，均可随机提升使魔任意一个技能的等级。[-]
#
])

// 使魔的觉醒
help_desc_11 =([
#
#[FFECB2]· 可通过魂石圣域中收集使魔对应的觉醒材料后对使魔进行觉醒。[-]
#
#[FFECB2]· 觉醒后的使魔能力不仅大幅提升，模型外观有所变化外，有的还[-]
#[FFECB2]   会获得额外的特别技能。[-]
#
#[FFECB2]· 具体可在[-][FF4C4C]「使魔」[-][FFECB2]界面下选择对应使魔，在右下角选择[-][FF4C4C]「觉醒」[-][FFECB2]选项。[-]
#
])

// 经验/升星/技能波利
help_desc_12 =([
#
#[FFECB2]· 波利系列为特殊的使魔，专门用于在「使魔研究所」中给其他使魔[-]
#[FFECB2]   吞噬的材料使魔。[-]
#
#<font=23>◆ 经验波利</font>
#[FFECB2]   · 在觉醒后可根据自身对应属性吞噬后给对应使魔得到大量经验值。[-]
#[FFECB2]   · 经验波利自身等级和星级也跟吞噬后所获得的经验相关。[-]
#
#<font=23>◆ 升星波利</font>
#[FFECB2]   · 获得此波利时已自行觉醒，等级自动提升为当前星级最大的等级，你[-]
#[FFECB2]      只需要轻松再补齐对应材料即可再提升一个星级为其他使魔升星[-]
#[FFECB2]      作为良好的材料。[-]
#
#<font=23>◆ 技能波利</font>
#[FFECB2]   · 此波利极为珍贵，但是任何使魔只要在[-][FF4C4C]「使魔研究所」[-][FFECB2]把它当做材[-]
#[FFECB2]      料喂给其它使魔则可为其随机提升 1 个技能等级。[-]
#
])

// 装备
help_desc_13 =([
#
#<font=23>◆ 装备星级</font>
#[FFECB2]   · 装备分为 1 ～ 6 个星级，星级越高的装备基础属性越高，之后强[-]
#[FFECB2]      化增加的属性也会越多。[-]
#
#<font=23>◆ 装备品质</font>
#[FFECB2]   · 白色装备·普通[-]
#[979797]        初始情况下，没有附加属性，只有基础属性。[-]
#[82FF75]   · 绿色装备·魔法[-]
#[979797]        初始情况下，除了基础属性外，还有 1 条附加属性。[-]
#[6ED1FF]   · 蓝色装备·稀有[-]
#[979797]        初始情况下，除了基础属性外，还有 2 条附加属性。[-]
#[E26EFF]   · 紫色装备·英雄[-]
#[979797]        初始情况下，除了基础属性外，还有 3 条附加属性。[-]
#[FFB26E]   · 橙色装备·传说[-]
#[979797]        初始情况下，除了基础属性外，还有 4 条附加属性。[-]
#
#<font=23>◆ 装备词缀属性</font>
#[FFECB2]   · 无论装备任何品质任何星级，都有一定几率带有词缀属性，但星[-]
#[FFECB2]      级越高的装备词缀属性带来的效果越好。[-]
#[FFECB2]   · 词缀属性属于固定的属性，无法通过任何强化手段来提升。[-]
#
#<font=23>◆ 词缀属性详细说明</font>
#[FFECB2]   · 尖锐[-]
#[979797]        攻击力值增加。[-]
#[FFECB2]   · 结实[-]
#[979797]        防御力值增加。[-]
#[FFECB2]   · 耐久[-]
#[979797]        最大生命值增加。[-]
#[FFECB2]   · 残忍[-]
#[979797]        攻击力百分比增加。[-]
#[FFECB2]   · 坚固[-]
#[979797]        防御力百分比增加。[-]
#[FFECB2]   · 希望[-]
#[979797]        最大生命百分比增加。[-]
#[FFECB2]   · 敏捷[-]
#[979797]        敏捷值增加。[-]
#[FFECB2]   · 精准[-]
#[979797]        效果命中百分比增加。[-]
#[FFECB2]   · 闪耀[-]
#[979797]        效果抵抗百分比增加。[-]
#[FFECB2]   · 致命[-]
#[979797]        暴击率百分比增加。[-]
#[FFECB2]   · 狂怒[-]
#[979797]        暴击伤害百分比增加。[-]
#
#<font=23>◆ 如何获得装备</font>
#[FFECB2]   · 装备可以在通关每个关卡地图中掉落，难度越高，掉落的星级也[-]
#[FFECB2]      越高，但是品质较为一般。[-]
#[FFECB2]   · 更高品质装备则是在「北境圣域」的「巨石圣域」「魔眼圣域」[-]
#[FFECB2]      「核心圣域」中掉落。[-]
#
#<font=23>◆ 装备强化</font>
#[FFECB2]   · 如何强化
#[979797]        通过主城界面中的「使魔」按钮打开使魔包裹界面，点击对应使魔[-]
#[979797]        身上的装备或包裹中的装备[-]
#[979797]        在其装备悬浮窗口上点击「强化」按钮进行强化。[-]
#[FFECB2]   · 基础属性强化[-]
#[979797]        装备每次强化时候都将提高装备的基础属性，装备星级越高，[-]
#[979797]        每次提升的属性越多。[-]
#[979797]        当强化至 +15 时装备主属性将会大幅提升。
#[979797]        最多只能强化至 +15 。[-]
#[FFECB2]   · 附加属性强化
#[979797]        每次强化至 +3 +6 +9 +12 都有几率强化/新增一个附加属性。[-]
#[979797]        +3 时有 0 条以上附加属性，随机强化一条，否则新增一条。[-]
#[979797]        +6 时有 1 条以上附加属性，随机强化一条，否则新增一条。[-]
#[979797]        +9 时有 2 条以上附加属性，随机强化一条，否则新增一条。[-]
#[979797]        +12 时有 3 条以上附加属性，随机强化一条，否则新增一条。[-]
#
#<font=23>◆ 装备卸下</font>
#[FFECB2]   · 所有装备均可以无损卸下，并给其他使魔使用。[-]
#
])

// 装备强化规则说明
help_desc_17 =([
#
#[FFECB2]   · 装备无论任何品质和星级，强化成功几率均相同。[-]
#[FFECB2]   · 强化等级越高，成功几率越低，成功几率如下：[-]
#[979797]      +1 =100%[-]
#[979797]      +2 =100%[-]
#[979797]      +3 =100%[-]
#[979797]      +4 =90%[-]
#[979797]      +5 =80%[-]
#[979797]      +6 =70%[-]
#[979797]      +7 =60%[-]
#[979797]      +8 =50%[-]
#[979797]      +9 =40%[-]
#[979797]      +10 =30%[-]
#[979797]      +11 =20%[-]
#[979797]      +12 =15%[-]
#[979797]      +13 =13%[-]
#[979797]      +14 =10%[-]
#[979797]      +15 =7%[-]
#
])

// 套装说明
help_desc_14 =([
#
#<font=23>◆ 装备套装</font>
#[FFECB2]· 所有装备均有带着套装效果属性，有的 2 件成套，有的 4 件成套。[-]
#[FFECB2]· 套装效果除了有些增加属性外，还会有很多不一样的特殊效果。[-]
#
#<font=23>◆ 套装属性详说明</font>
#[FFECB2]   · 强攻(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_atk.png,32,32</split>
#[979797]      提升自身 35% 的基础攻击力。[-]
#[FFECB2]   · 活力(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_hp.png,32,32</split>
#[979797]      提升自身 15% 的基础最大生命值。[-]
#[FFECB2]   · 铁壁(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_def.png,32,32</split>
#[979797]      提升自身 15% 的基础最防御值。[-]
#[FFECB2]   · 反击(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_ref.png,32,32</split>
#[979797]      每次受到攻击时都有 15% 的几率使用 1 技能对攻击者进行反击。[-]
#[979797]      套装效果可以叠加，最多 3 套反击可达到 45% 的反击几率。[-]
#[FFECB2]   · 暴怒(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_crt.png,32,32</split>
#[979797]      暴击率提升 12% 。[-]
#[FFECB2]   · 狂刃(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_cdmg.png,32,32</split>
#[979797]      暴击伤害增加 40% 。[-]
#[FFECB2]   · 疾风(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/sui_spd.png,32,32</split>
#[979797]      提升自身 25% 的基础敏捷值。[-]
#[FFECB2]   · 鹰眼(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_acc.png,32,32</split>
#[979797]      效果命中增加 20% ，使你所有技能的负面效果更加容易命中。[-]
#[FFECB2]   · 坚韧(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_ris.png,32,32</split>
#[979797]      效果抵抗增加 20% ，使抵抗所有负面效果的能力更强了。[-]
#[FFECB2]   · 灾难(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_stun.png,32,32</split>
#[979797]      穿着此套装后，你的所有攻击均有 25% 几率造成目标眩晕 1 回合。[-]
#[FFECB2]   · 预言(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_rnd.png,32,32</split>
#[979797]      穿着此套装后，在你每次行动后均有 20% 几率立即获得回合。[-]
#[FFECB2]   · 贪欲(4件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_vmp.png,32,32</split>
#[979797]      穿着此套装后，你的所有攻击均有 35% 伤害量恢复你自身生命值。[-]
#[FFECB2]   · 聚能(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_cha.png,32,32</split>
#[979797]      进入战斗后，你的能量比初始能量多 1 点，让你可以更快的使用[-]
#[979797]      高能量大技能。[-]
#[FFECB2]   · 庇护(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_shield.png,32,32</split>
#[979797]      进入战斗后，全队将获得持续 3 回合装备者生命 15% 的护盾。[-]
#[979797]      效果可以叠加，最多 3 套保护可生成 45% 装备者生命的护盾。[-]
#[FFECB2]   · 宽恕(2件套)[-]<split>img=Assets/Art/UI/Icon/equipment/suit_imm.png,32,32</split>
#[979797]      进入战斗时，1回合内获得免疫状态。[-]
#
])

// 好友系统
help_desc_15 =([
#
#[FFECB2]· 在主城时点击「好友」可以打开好友界面。
#
#<font=23>◆ 添加好友</font>
#[FFECB2]   · 选择「查找好友」输入好友名称搜索好友即可添加。[-]
#[FFECB2]   · 也可通过聊天栏等点击好友头像，在弹出的对话框中选择添加[-]
#[FFECB2]      好友即可。[-]
#[FFECB2]   · 耐心等待其好友通过即可成功添加好友至「我的好友」内。[-]
#
#<font=23>◆ 好友爱心</font>
#[FFECB2]   · 可通过「我的好友」中互相赠送来获得爱心，也可在攻略副本时[-]
#[FFECB2]      自己共享的使魔被好友使用时候获得爱心。[-]
#[FFECB2]   · 好友爱心可以用于召唤祭坛中召唤 1 ～ 3 星的使魔。[-]
#
#<font=23>◆ 好友查看</font>
#[FFECB2]   · 可通过「我的好友」或聊天等位置点击好友头像，在打开的对话[-]
#[FFECB2]      框中点击访问，可查看好友的使魔和装备等详细情况。[-]
#
])

// 通天之塔
help_desc_16 =([
#
#[FFECB2]· 通天之塔有普通和困难难度，均有 100 层，层数越高越难。[-]
#
#[FFECB2]· 每10层的第一层都有一个特殊的防御壁，考验你的搭配组合，战[-]
#[FFECB2]   胜后将获得大量刻印召唤石。
#
#[FFECB2]· 每10层的最后一层则是首领战，战胜后会有特别的奖励。
#
#[FFECB2]· 每层塔只能通关一次，通关后可免费进入，但不再获得奖励。
#
#[FFECB2]· 通天之塔困难难度不能同时使用两个相同的使魔。
#
#[FFECB2]· 通天塔将在每个月 16 号 0 点刷新，塔内怪物将会重新组合变化，[-]
#[FFECB2]   通关记录也会被清除，可重新进行通关并获得奖励。
#
])

// 练习对战
help_desc_18 =([
#
#[FFECB2]· 在竞技场中根据自身等级提供了不同难度的NPC选手用于练[-]
#[FFECB2]   习对战，对战失败不会有任何损失，对战胜利可以获得竞[-]
#[FFECB2]   技场功勋和钻石奖励。[-]
#
])

// 防御部署
help_desc_19 =([
#
#[FFECB2]· 在竞技场中您可以部署用于在排位战中接受其他玩家挑战的[-]
#[FFECB2]   使魔阵容。部署好后的阵容将出现在其他玩家的排位战列[-]
#[FFECB2]   表里接受其他玩家的挑战。[-]
#
])

// 排位战
help_desc_20 =([
#
#[FFECB2]· 在竞技场排位战中，系统分配了跟自身较为匹配的玩家所部[-]
#[FFECB2]   署的防御阵容，用于挑战，挑战失败则根据双方的段位差，[-]
#[FFECB2]   扣除一部分用于排名的竞技胜点（积分）。如果挑战胜利则[-]
#[FFECB2]   可以增加竞技胜点，并获得竞技场功勋奖励。[-]
#
])

// name_lib.csv
// 前缀/preifx
name_lib_prefix_1 =疯狂
name_lib_prefix_2 =山神
name_lib_prefix_3 =光之
name_lib_prefix_4 =风之
name_lib_prefix_5 =火之
name_lib_prefix_6 =雷之
name_lib_prefix_7 =冰之
name_lib_prefix_8 =龙神
name_lib_prefix_9 =雷神
name_lib_prefix_10 =火神
name_lib_prefix_11 =风神
name_lib_prefix_12 =冰神
name_lib_prefix_13 =智慧
name_lib_prefix_14 =睿智
name_lib_prefix_15 =怪盗
name_lib_prefix_16 =闪灵
name_lib_prefix_17 =月神
name_lib_prefix_18 =暗之
name_lib_prefix_19 =沉默
name_lib_prefix_20 =深渊
name_lib_prefix_21 =暗域
name_lib_prefix_22 =暗狱
name_lib_prefix_23 =光狱
name_lib_prefix_24 =天之
name_lib_prefix_25 =地之
name_lib_prefix_26 =天神
name_lib_prefix_27 =地神
name_lib_prefix_28 =水龙
name_lib_prefix_29 =火龙
name_lib_prefix_30 =雷龙
name_lib_prefix_31 =风龙
name_lib_prefix_32 =冰龙
name_lib_prefix_33 =毒龙
name_lib_prefix_34 =光龙
name_lib_prefix_35 =暗龙
name_lib_prefix_36 =月龙
name_lib_prefix_37 =冰域
name_lib_prefix_38 =火域
name_lib_prefix_39 =雷域
name_lib_prefix_40 =凤舞
name_lib_prefix_41 =风舞
name_lib_prefix_42 =龙舞
name_lib_prefix_43 =火舞
name_lib_prefix_44 =冰舞
name_lib_prefix_45 =圣洁
name_lib_prefix_46 =神圣
name_lib_prefix_47 =圣堂
name_lib_prefix_48 =圣灵
name_lib_prefix_49 =圣子
name_lib_prefix_50 =圣域
name_lib_prefix_51 =神域
name_lib_prefix_52 =风灵
name_lib_prefix_53 =火灵
name_lib_prefix_54 =雷灵
name_lib_prefix_55 =毒灵
name_lib_prefix_56 =冰灵
name_lib_prefix_57 =光灵
name_lib_prefix_58 =暗灵
name_lib_prefix_59 =灵武
name_lib_prefix_60 =灵舞
name_lib_prefix_61 =天照
name_lib_prefix_62 =须佐
name_lib_prefix_63 =光疗
name_lib_prefix_64 =暗疗
name_lib_prefix_65 =国造
name_lib_prefix_66 =铸师
name_lib_prefix_67 =黑铁
name_lib_prefix_68 =黑心
name_lib_prefix_69 =红心
name_lib_prefix_70 =风乐
name_lib_prefix_71 =火乐
name_lib_prefix_72 =雷乐
name_lib_prefix_73 =毒乐
name_lib_prefix_74 =光月
name_lib_prefix_75 =暗月
name_lib_prefix_76 =幻海
name_lib_prefix_77 =双子
name_lib_prefix_78 =朱雀
name_lib_prefix_79 =青龙
name_lib_prefix_80 =白虎
name_lib_prefix_81 =玄武
name_lib_prefix_82 =白狮
name_lib_prefix_83 =白凤
name_lib_prefix_84 =神意
name_lib_prefix_85 =血鸦
name_lib_prefix_86 =风魔
name_lib_prefix_87 =火魔
name_lib_prefix_88 =冰魔
name_lib_prefix_89 =雷魔
name_lib_prefix_90 =毒魔
name_lib_prefix_91 =暗魔
name_lib_prefix_92 =光魔
name_lib_prefix_93 =霸王
name_lib_prefix_94 =灵龙
name_lib_prefix_95 =灵凤
name_lib_prefix_96 =夺魂
name_lib_prefix_97 =凶神
name_lib_prefix_98 =凶兽
name_lib_prefix_99 =爆炎
name_lib_prefix_100 =赤蛇
name_lib_prefix_101 =灵蛇
name_lib_prefix_102 =冥蛇
name_lib_prefix_103 =驱魔
name_lib_prefix_104 =绝命
name_lib_prefix_105 =狂龙
name_lib_prefix_106 =天煞
name_lib_prefix_107 =孤心
name_lib_prefix_108 =狂刃
name_lib_prefix_109 =兽王
name_lib_prefix_110 =箭神
name_lib_prefix_111 =不灭
name_lib_prefix_112 =金身
name_lib_prefix_113 =星灭
name_lib_prefix_114 =魔山
name_lib_prefix_115 =无畏
name_lib_prefix_116 =神剑
name_lib_prefix_117 =猎狗
name_lib_prefix_118 =弑君
name_lib_prefix_119 =邪恶
name_lib_prefix_120 =半人
name_lib_prefix_121 =狮心
name_lib_prefix_122 =石心
name_lib_prefix_123 =黑鱼
name_lib_prefix_124 =黑羽
name_lib_prefix_125 =黑玉
name_lib_prefix_126 =黑羊
name_lib_prefix_127 =闇阳
name_lib_prefix_128 =黑日
name_lib_prefix_129 =闪电
name_lib_prefix_130 =冰狼
name_lib_prefix_131 =龙王
name_lib_prefix_132 =虎王
name_lib_prefix_133 =雪狐
name_lib_prefix_134 =人皇
name_lib_prefix_135 =龙祸
name_lib_prefix_136 =庸王
name_lib_prefix_137 =疯王
name_lib_prefix_138 =野火
name_lib_prefix_139 =寒铁
name_lib_prefix_140 =狂笑
name_lib_prefix_141 =暴风
name_lib_prefix_142 =鸦食
name_lib_prefix_143 =梦魇
name_lib_prefix_144 =魅魔
name_lib_prefix_145 =碎矛
name_lib_prefix_146 =荆棘
name_lib_prefix_147 =勇武
name_lib_prefix_148 =鸦眼
name_lib_prefix_149 =毒蛇
name_lib_prefix_150 =嗜睡
name_lib_prefix_151 =雷拳
name_lib_prefix_152 =火拳
name_lib_prefix_153 =冰拳
name_lib_prefix_154 =醉鬼
name_lib_prefix_155 =明炎
name_lib_prefix_156 =顽石
name_lib_prefix_157 =青铜
name_lib_prefix_158 =白金
name_lib_prefix_159 =白银
name_lib_prefix_160 =黄金
name_lib_prefix_161 =铜牙
name_lib_prefix_162 =巨鲨
name_lib_prefix_163 =翔龙
name_lib_prefix_164 =海牛
name_lib_prefix_165 =红鬼
name_lib_prefix_166 =白魔
name_lib_prefix_167 =战神
name_lib_prefix_168 =尊者
name_lib_prefix_169 =异端
name_lib_prefix_170 =狱歌
name_lib_prefix_171 =影歌
name_lib_prefix_172 =影舞
name_lib_prefix_173 =影武
name_lib_prefix_174 =狱舞
name_lib_prefix_175 =狱武
name_lib_prefix_176 =圣歌
name_lib_prefix_177 =圣武
name_lib_prefix_178 =圣舞
name_lib_prefix_179 =死骑
name_lib_prefix_180 =圣骑
name_lib_prefix_181 =疯狂
name_lib_prefix_182 =山神
name_lib_prefix_183 =光之
name_lib_prefix_184 =风之
name_lib_prefix_185 =火之
name_lib_prefix_186 =雷之
name_lib_prefix_187 =冰之
name_lib_prefix_188 =龙神
name_lib_prefix_189 =雷神
name_lib_prefix_190 =火神
name_lib_prefix_191 =风神
name_lib_prefix_192 =冰神
name_lib_prefix_193 =智慧
name_lib_prefix_194 =睿智
name_lib_prefix_195 =怪盗
name_lib_prefix_196 =闪灵
name_lib_prefix_197 =月神
name_lib_prefix_198 =暗之
name_lib_prefix_199 =沉默
name_lib_prefix_200 =深渊
name_lib_prefix_201 =暗域
name_lib_prefix_202 =暗狱
name_lib_prefix_203 =光狱
name_lib_prefix_204 =天之
name_lib_prefix_205 =地之
name_lib_prefix_206 =天神
name_lib_prefix_207 =地神
name_lib_prefix_208 =水龙
name_lib_prefix_209 =火龙
name_lib_prefix_210 =雷龙
name_lib_prefix_211 =风龙
name_lib_prefix_212 =冰龙
name_lib_prefix_213 =毒龙
name_lib_prefix_214 =光龙
name_lib_prefix_215 =暗龙
name_lib_prefix_216 =月龙
name_lib_prefix_217 =冰域
name_lib_prefix_218 =火域
name_lib_prefix_219 =雷域
name_lib_prefix_220 =凤舞
name_lib_prefix_221 =风舞
name_lib_prefix_222 =龙舞
name_lib_prefix_223 =火舞
name_lib_prefix_224 =冰舞
name_lib_prefix_225 =圣洁
name_lib_prefix_226 =神圣
name_lib_prefix_227 =圣堂
name_lib_prefix_228 =圣灵
name_lib_prefix_229 =圣子
name_lib_prefix_230 =圣域
name_lib_prefix_231 =神域
name_lib_prefix_232 =风灵
name_lib_prefix_233 =火灵
name_lib_prefix_234 =雷灵
name_lib_prefix_235 =毒灵
name_lib_prefix_236 =冰灵
name_lib_prefix_237 =光灵
name_lib_prefix_238 =暗灵
name_lib_prefix_239 =灵武
name_lib_prefix_240 =灵舞
name_lib_prefix_241 =天照
name_lib_prefix_242 =须佐
name_lib_prefix_243 =光疗
name_lib_prefix_244 =暗疗
name_lib_prefix_245 =国造
name_lib_prefix_246 =铸师
name_lib_prefix_247 =黑铁
name_lib_prefix_248 =黑心
name_lib_prefix_249 =红心
name_lib_prefix_250 =风乐
name_lib_prefix_251 =火乐
name_lib_prefix_252 =冰乐
name_lib_prefix_253 =雷乐
name_lib_prefix_254 =毒乐
name_lib_prefix_255 =光月
name_lib_prefix_256 =暗月
name_lib_prefix_257 =幻海
name_lib_prefix_258 =双子
name_lib_prefix_259 =朱雀
name_lib_prefix_260 =青龙
name_lib_prefix_261 =白虎
name_lib_prefix_262 =玄武
name_lib_prefix_263 =白狮
name_lib_prefix_264 =白凤
name_lib_prefix_265 =神意
name_lib_prefix_266 =血鸦
name_lib_prefix_267 =风魔
name_lib_prefix_268 =火魔
name_lib_prefix_269 =冰魔
name_lib_prefix_270 =雷魔
name_lib_prefix_271 =毒魔
name_lib_prefix_272 =暗魔
name_lib_prefix_273 =光魔
name_lib_prefix_274 =冰乐
// 姓/suename
name_lib_surname_1 =马洛
name_lib_surname_2 =奥恩
name_lib_surname_3 =西昆
name_lib_surname_4 =松尼
name_lib_surname_5 =休
name_lib_surname_6 =托兰
name_lib_surname_7 =拉拉
name_lib_surname_8 =塞
name_lib_surname_9 =格森
name_lib_surname_10 =乔叟
name_lib_surname_11 =菲
name_lib_surname_12 =索尔
name_lib_surname_13 =狄龙
name_lib_surname_14 =沃利
name_lib_surname_15 =丘奇
name_lib_surname_16 =威特
name_lib_surname_17 =卡
name_lib_surname_18 =沃利
name_lib_surname_19 =耶
name_lib_surname_20 =沃波
name_lib_surname_21 =克茨
name_lib_surname_22 =斯
name_lib_surname_23 =蔡
name_lib_surname_24 =利利
name_lib_surname_25 =奥凯
name_lib_surname_26 =威雷
name_lib_surname_27 =阿奇
name_lib_surname_28 =马萨
name_lib_surname_29 =佩皮
name_lib_surname_30 =宁
name_lib_surname_31 =伯德
name_lib_surname_32 =沃
name_lib_surname_33 =赫蒂
name_lib_surname_34 =辛
name_lib_surname_35 =拉
name_lib_surname_36 =达尔
name_lib_surname_37 =夏洛
name_lib_surname_38 =克里
name_lib_surname_39 =庇古
name_lib_surname_40 =图尔
name_lib_surname_41 =索费
name_lib_surname_42 =弗琳
name_lib_surname_43 =梅瑞
name_lib_surname_44 =狄斯
name_lib_surname_45 =莱顿
name_lib_surname_46 =弗森
name_lib_surname_47 =柯姆
name_lib_surname_48 =丹尼
name_lib_surname_49 =门罗
name_lib_surname_50 =理兹
name_lib_surname_51 =西尔
name_lib_surname_52 =伦德
name_lib_surname_53 =华顿
name_lib_surname_54 =惠勒
name_lib_surname_55 =托拜
name_lib_surname_56 =马洛
name_lib_surname_57 =罗兰
name_lib_surname_58 =杜依
name_lib_surname_59 =艾塞
name_lib_surname_60 =杰罗
name_lib_surname_61 =特拉
name_lib_surname_62 =彭斯
name_lib_surname_63 =密顿
name_lib_surname_64 =格雷
name_lib_surname_65 =霍伊
name_lib_surname_66 =韦斯
name_lib_surname_67 =博韦
name_lib_surname_68 =多西
name_lib_surname_69 =斯坦
name_lib_surname_70 =娜拉
name_lib_surname_71 =撒里
name_lib_surname_72 =罗斯
name_lib_surname_73 =瓦特
name_lib_surname_74 =略特
name_lib_surname_75 =骚塞
name_lib_surname_76 =埃德
name_lib_surname_77 =多德
name_lib_surname_78 =斯诺
name_lib_surname_79 =鲍尔
name_lib_surname_80 =兰登
name_lib_surname_81 =霍比
name_lib_surname_82 =哈顿
name_lib_surname_83 =贾斯
name_lib_surname_84 =基林
name_lib_surname_85 =鲍曼
name_lib_surname_86 =勃宁
name_lib_surname_87 =费克
name_lib_surname_88 =威拉
name_lib_surname_89 =安
name_lib_surname_90 =哈德
name_lib_surname_91 =卢卡
name_lib_surname_92 =乔纳
name_lib_surname_93 =马利
name_lib_surname_94 =埃诺
name_lib_surname_95 =辛莱
name_lib_surname_96 =切顿
name_lib_surname_97 =加西
name_lib_surname_98 =普特
name_lib_surname_99 =牛顿
name_lib_surname_100 =梯尔
name_lib_surname_101 =玛塔
name_lib_surname_102 =马尔
name_lib_surname_103 =斯密
name_lib_surname_104 =彼得
name_lib_surname_105 =罗斯
name_lib_surname_106 =欧内
name_lib_surname_107 =范
name_lib_surname_108 =普莱
name_lib_surname_109 =克曼
name_lib_surname_110 =森特
name_lib_surname_111 =佩特
name_lib_surname_112 =加登
name_lib_surname_113 =尤尔
name_lib_surname_114 =门特
name_lib_surname_115 =尼姆
name_lib_surname_116 =布斯
name_lib_surname_117 =罗杰
name_lib_surname_118 =杜波
name_lib_surname_119 =科菲
name_lib_surname_120 =撒里
name_lib_surname_121 =艾斯
name_lib_surname_122 =图斯
name_lib_surname_123 =迪尔
name_lib_surname_124 =赫森
name_lib_surname_125 =乔纳
name_lib_surname_126 =哈金
name_lib_surname_127 =怀特
name_lib_surname_128 =斯朗
name_lib_surname_129 =凯森
name_lib_surname_130 =布恩
name_lib_surname_131 =赖特
name_lib_surname_132 =罗琳
name_lib_surname_133 =玛亚
