"# monster.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# 怪物信息表",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#编号*","备注","名字*","觉醒名字*","图档*","标记位*","星级*","觉醒阶位*","组别*","能合成的怪物*","系统购买价格*","是否是材料宠物*","技能伤害类型*","类型*","种族*","初始等级*","抽取标识","图鉴是否显示*","图鉴奖励参数*","元素*","模型id*","受创点偏移*","箭头偏移*","短描述脚本*","默认初始化初始化*","默认初始化规则*","初始技能*","关联怪物*","AI脚本*","AI脚本参数*","生命系数*","生命觉醒*","攻击系数*","攻击觉醒*","防御系数*","防御觉醒*","默认敏捷*","敏捷觉醒*","默认速度*","默认速度*","显示头像*","基准移动速度*","移动速度缩放*","攻击速度*","施法速度*","经验脚本*","经验参数*","元素经验系数*","觉醒经验系数*","最大星级*","宠物召唤碎片的数量*","光暗召唤石碎片权重","传说召唤石碎片权重","未知召唤石权重","神秘召唤石权重","火之召唤石权重","风之召唤石权重","水之召唤石权重","光暗召唤石权重","传说召唤石权重","历练召唤权重","友情召唤权重","水晶召唤权重","刻印召唤权重","预留","宠物碎片召唤","好友地下城抽取","市场1-2星权重","成长召唤卷权重","史诗召唤卷权重","能否提升技能等级*","分享描述*","觉醒描述*","觉醒描述参数*","觉醒材料*"
"auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto"
4054,"圣殿骑士·光","monster_name_4051","monster_name_4051","""4054""",135,3,1,9,,"([""money"":50,])","@FALSE","@SKILL_HP_TYPE","@MONSTER_HP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4051_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({96,1}),({97,1}),}),2:({({96,1}),({97,1}),({98,1})})])","({})",3001,"([])",57,0,-401,0,-166,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,100,0,0,0,"@FALSE",,4240,"([""new_skill"":98, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_LS,15}), ({@PRI_LS,10}), })"
4055,"圣殿骑士·暗","monster_name_4051","monster_name_4051","""4055""",136,3,1,9,,"([""money"":50,])","@FALSE","@SKILL_HP_TYPE","@MONSTER_HP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4051_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({99,1}),({100,1}),({101,1})}),2:({({99,1}),({100,1}),({101,1}),({487,1})})])","({})",3001,"([])",53,0,-411,0,-162,0,102,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,100,0,0,0,"@FALSE",,4240,"([""new_skill"":487, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_DS,15}), ({@PRI_DS,10}), })"
4061,"枢机主教·火","monster_name_4061","monster_name_4061","""4061""",137,4,1,10,,"([""money"":50,])","@FALSE","@SKILL_DEF_TYPE","@MONSTER_DEF_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4061_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({7,1}),({8,1}),({9,1})}),2:({({7,1}),({8,1}),({9,1}),({519,1})})])","({})",3001,"([])",31,0,-356,0,84,0,104,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":519, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_FS,5}), ({@MED_FS,15}), })"
4062,"枢机主教·风","monster_name_4061","monster_name_4061","""4062""",138,4,1,10,,"([""money"":50,])","@FALSE","@SKILL_DEF_TYPE","@MONSTER_DEF_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4061_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({10,1}),({11,1}),({12,1})}),2:({({10,1}),({11,1}),({12,1}),({520,1})})])","({})",3001,"([])",25,0,-371,0,72,0,107,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":520, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_SS,5}), ({@MED_SS,15}), })"
4063,"枢机主教·水","monster_name_4061","monster_name_4061","""4063""",139,4,1,10,,"([""money"":50,])","@FALSE","@SKILL_DEF_TYPE","@MONSTER_DEF_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M4061_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({13,1}),({14,1}),({15,1})}),2:({({13,1}),({14,1}),({15,1}),({521,1})})])","({})",3001,"([])",25,0,-331,0,22,0,108,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":521, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_WS,5}), ({@MED_WS,15}), })"
4064,"枢机主教·光","monster_name_4061","monster_name_4061","""4064""",140,4,1,10,,"([""money"":50,])","@FALSE","@SKILL_DEF_TYPE","@MONSTER_DEF_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4061_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1,1}),({2,1}),({3,1})}),2:({({1,1}),({2,1}),({3,1}),({517,1})})])","({})",3001,"([])",18,0,-322,0,74,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":517, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_LS,5}), ({@MED_LS,15}), })"
4065,"枢机主教·暗","monster_name_4061","monster_name_4061","""4065""",141,4,1,10,,"([""money"":50,])","@FALSE","@SKILL_DEF_TYPE","@MONSTER_DEF_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4061_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({4,1}),({5,1}),({6,1})}),2:({({4,1}),({5,1}),({6,1}),({518,1})})])","({})",3001,"([])",22,0,-336,0,64,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,25,0,0,0,0,0,0,25,0,25,0,0,25,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":518, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_DS,5}), ({@MED_DS,15}), })"
4071,"影舞者·火","monster_name_4071","monster_name_4071","""4071""",142,4,1,11,,"([""money"":50,])","@FALSE","@SKILL_AGI_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4071_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({133,1}),({134,1}),({135,1}),({509,1})}),2:({({133,1}),({134,1}),({135,1}),({509,1}),({514,1})})])","({})",3001,"([])",-134,0,113,0,-204,0,102,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_FS,10}), ({@MED_FS,20}), })"
4072,"影舞者·风","monster_name_4071","monster_name_4071","""4072""",143,4,1,11,,"([""money"":50,])","@FALSE","@SKILL_AGI_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4071_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({136,1}),({137,1}),({138,1}),({510,1})}),2:({({136,1}),({137,1}),({138,1}),({510,1}),({515,1})})])","({})",3001,"([])",-134,0,66,0,-224,0,109,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_SS,10}), ({@MED_SS,20}), })"
4073,"影舞者·水","monster_name_4071","monster_name_4071","""4073""",144,4,1,11,,"([""money"":50,])","@FALSE","@SKILL_AGI_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M4071_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({139,1}),({140,1}),({141,1}),({511,1})}),2:({({139,1}),({140,1}),({141,1}),({511,1}),({516,1})})])","({})",3001,"([])",-134,0,66,0,-222,0,109,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_RES, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_WS,10}), ({@MED_WS,20}), })"
4074,"影舞者·光","monster_name_4071","monster_name_4071","""4074""",145,4,1,11,,"([""money"":50,])","@FALSE","@SKILL_AGI_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4071_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({127,1}),({128,1}),({129,1}),({507,1})}),2:({({127,1}),({128,1}),({129,1}),({507,1}),({512,1})})])","({})",3001,"([])",-175,0,80,0,-195,0,109,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_RES, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_LS,10}), ({@MED_LS,20}), })"
4075,"影舞者·暗","monster_name_4071","monster_name_4071","""4075""",146,4,1,11,,"([""money"":50,])","@FALSE","@SKILL_AGI_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4071_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({130,1}),({131,1}),({132,1}),({508,1})}),2:({({130,1}),({131,1}),({132,1}),({508,1}),({513,1})})])","({})",3001,"([])",-131,0,63,0,-222,0,109,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_DS,10}), ({@MED_DS,20}), })"
4081,"时间术士·火","monster_name_4081","monster_name_4081","""4081""",148,4,1,12,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4081_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({163,1}),({164,1}),({165,1})}),2:({({163,1}),({164,1}),({165,1}),({524,1})})])","({})",3001,"([])",-25,0,-121,0,-84,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE","share_desc_4081",4240,"([""new_skill"":524, ])","({ ({@SEN_MS,12}), ({@MED_MS,15}), ({@SEN_FS,10}), ({@MED_FS,15}), })"
4082,"时间术士·风","monster_name_4081","monster_name_4081","""4082""",149,4,1,12,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4081_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({166,1}),({167,1}),({168,1})}),2:({({166,1}),({167,1}),({168,1}),({525,1})})])","({})",3001,"([])",-24,0,-128,0,-78,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE","share_desc_4081",4240,"([""new_skill"":525, ])","({ ({@SEN_MS,12}), ({@MED_MS,15}), ({@SEN_SS,10}), ({@MED_SS,15}), })"
4083,"时间术士·水","monster_name_4081","monster_name_4081","""4083""",150,4,1,12,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M4081_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({169,1}),({170,1}),({171,1})}),2:({({169,1}),({170,1}),({171,1}),({526,1})})])","({})",3001,"([])",26,0,-148,0,-88,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE","share_desc_4081",4240,"([""new_skill"":526, ])","({ ({@SEN_MS,12}), ({@MED_MS,15}), ({@SEN_WS,10}), ({@MED_WS,15}), })"
4084,"时间术士·光","monster_name_4081","monster_name_4081","""4084""",151,4,1,12,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4081_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({157,1}),({158,1}),({159,1})}),2:({({157,1}),({158,1}),({159,1}),({522,1})})])","({})",3001,"([])",-23,0,-131,0,-71,0,102,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE","share_desc_4081",4240,"([""new_skill"":522, ])","({ ({@SEN_MS,12}), ({@MED_MS,15}), ({@SEN_LS,10}), ({@MED_LS,15}), })"
4085,"时间术士·暗","monster_name_4081","monster_name_4081","""4085""",152,5,1,12,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4081_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({160,1}),({161,1}),({162,1})}),2:({({160,1}),({161,1}),({162,1}),({523,1})})])","({})",3001,"([])",-12,0,-145,0,-53,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE","share_desc_4081",4240,"([""new_skill"":523, ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_DS,20}), ({@MED_DS,15}), })"
4091,"欺诈师·火","monster_name_4091","monster_name_4091","""4091""",153,4,1,13,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4091_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({148,1}),({149,1}),({150,1})}),2:({({148,1}),({149,1}),({150,1}),({529,1})})])","({})",3001,"([])",-132,0,-22,0,-86,0,104,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":529, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_FS,5}), ({@MED_FS,15}), })"
4092,"欺诈师·风","monster_name_4091","monster_name_4091","""4092""",154,4,1,13,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4091_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({151,1}),({152,1}),({153,1})}),2:({({151,1}),({152,1}),({153,1}),({530,1})})])","({})",3001,"([])",-169,0,-45,0,-96,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,30,0,30,0,30,0,0,30,30,0,30,30,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":530, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_SS,5}), ({@MED_SS,15}), })"
4093,"欺诈师·水","monster_name_4091","monster_name_4091","""4093""",155,4,1,13,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_SUP_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M4091_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({154,1}),({155,1}),({156,1})}),2:({({154,1}),({155,1}),({156,1}),({531,1})})])","({})",3001,"([])",-147,0,-25,0,-69,0,104,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":531, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_WS,5}), ({@MED_WS,15}), })"
4094,"欺诈师·光","monster_name_4091","monster_name_4091","""4094""",156,4,1,13,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4091_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({142,1}),({143,1}),({144,1})}),2:({({142,1}),({143,1}),({144,1}),({527,1})})])","({})",3001,"([])",-146,0,-32,0,-82,0,106,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,30,0,0,0,0,0,0,30,0,30,0,0,30,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":527, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_LS,5}), ({@MED_LS,15}), })"
4095,"欺诈师·暗","monster_name_4091","monster_name_4091","""4095""",157,4,1,13,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4091_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({145,1}),({146,1}),({147,1})}),2:({({145,1}),({146,1}),({147,1}),({528,1})})])","({})",3001,"([])",-156,0,-42,0,-62,0,106,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":528, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_DS,5}), ({@MED_DS,15}), })"
4101,"鬼武士·火","monster_name_4101","monster_name_4101","""4101""",158,4,1,14,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4101_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({54,1}),({55,1}),({56,1}),({57,1})}),2:({({54,1}),({55,1}),({56,1}),({57,1}),({472,1})})])","({})",3001,"([])",-93,0,21,0,-138,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_FS,10}), ({@MED_FS,20}), })"
4102,"鬼武士·风","monster_name_4101","monster_name_4101","""4102""",159,4,1,14,4124,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4101_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({58,1}),({59,1}),({60,1}),({61,1})}),2:({({58,1}),({59,1}),({60,1}),({61,1}),({473,1})})])","({})",3001,"([])",-179,0,85,0,-168,0,106,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_CRT, ""15%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_SS,10}), ({@MED_SS,20}), })"
4103,"鬼武士·水","monster_name_4101","monster_name_4101","""4103""",160,4,1,14,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M4101_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({62,1}),({63,1}),({64,1}),({65,1})}),2:({({62,1}),({63,1}),({64,1}),({65,1}),({474,1})})])","({})",3001,"([])",-149,0,85,0,-148,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_WS,10}), ({@MED_WS,20}), })"
4104,"鬼武士·光","monster_name_4101","monster_name_4101","""4104""",161,4,1,14,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M4101_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({46,1}),({47,1}),({48,1}),({49,1})}),2:({({46,1}),({47,1}),({48,1}),({49,1}),({470,1})})])","({})",3001,"([])",-154,0,140,0,-196,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_RES, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_LS,10}), ({@MED_LS,20}), })"
4105,"鬼武士·暗","monster_name_4101","monster_name_4101","""4105""",162,4,1,14,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M4101_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({50,1}),({51,1}),({52,1}),({53,1})}),2:({({50,1}),({51,1}),({52,1}),({53,1}),({471,1})})])","({})",3001,"([])",-130,0,62,0,-162,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_ACC, ""25%""}), ])","({ ({@SEN_MS,5}), ({@MED_MS,15}), ({@SEN_DS,10}), ({@MED_DS,20}), })"
4111,"小魔女·火","monster_name_4111","monster_name_4111","""4111""",314,4,1,52,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M4111_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({974,1}),({975,1}),({977,1})}),2:({({974,1}),({976,1}),({977,1}),})])","({})",3001,"([])",42,0,-65,0,-239,0,108,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""pre_skill"":975, ""next_skill"":976, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_FS,5}), ({@MED_FS,15}), })"
4112,"小魔女·风","monster_name_4111","monster_name_4111","""4112""",315,4,1,52,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_SPD_TYPE","@RACE_HUMAN",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M4111_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({978,1}),({980,1}),({981,1})}),2:({({979,1}),({980,1}),({981,1}),})])","({})",3001,"([])",89,0,-135,0,-206,0,108,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""pre_skill"":978, ""next_skill"":979, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_SS,5}), ({@MED_SS,15}), })"
